Type,AGB,Mean_AGB_Carbon_Secure,Low_AGB_Carbon_Secure,Hi_AGB_Carbon_Secure,Mean_AGB_Carbon_Restor,Low_AGB_Carbon_Restor,Hi_AGB_Carbon_Restor,Mean_SOC_Carbon_Secure,Low_SOC_Carbon_Secure,Hi_SOC_Carbon_Secure,Mean_SOC_Carbon_Restor,Low_SOC_Carbon_Restor,Hi_SOC_Carbon_Restor,typology_class,total_AGB_MgC,total_SOC_MgC,total_carbon_MgC,AGB_ha,carbon_density,restoration_efficiency,AGB_uncertainty,SOC_uncertainty
Estuary_4172,54658.7332709298,4403.73085372143,4399.01079148688,4408.45091595597,13098.542126963,9637.04932156519,18048.0836803353,37833.3599896773,37807.1847942804,37859.5351850743,19765.5413341573,13612.2343151184,25158.8330186058,Estuary,17502.27298068443,57598.9013238346,75101.17430451902,54658.7332709298,1.3740013683131131,0.6012595150754991,9.440124469089824,52.35039079390117
Estuary_4191,53947.1062233556,4219.28413657766,4198.75486508072,4239.8134080746,13055.118747203,9601.95095691024,18008.3445361946,67905.591459615,67685.4488724246,68125.7340468054,37104.0332490463,25819.031866026,47056.9922730553,Estuary,17274.40288378066,105009.62470866129,122284.02759244194,53947.1062233556,2.2667393332675347,0.9297839218396043,41.05854299388011,440.2851743807987
Estuary_4193,86278.9988261331,6650.93784170031,6644.3765575214,6657.49912587923,20976.4603724158,15513.4849081438,28787.1972278588,69832.2599218451,69780.2522799382,69884.2675637521,38974.7562284609,27348.2916594273,49166.6674078827,Estuary,27627.39821411611,108807.01615030601,136434.41436442212,86278.9988261331,1.5813166149431188,0.6948529470269889,13.12256835782955,104.0152838139038
Estuary_4211,22512.1068977533,1803.0121106624,1800.27306996033,1805.75115136447,5405.58963906719,3978.12266114441,7447.47833542255,17964.5081486061,17944.7018565355,17984.3144406766,9471.40468382056,6537.69140102819,12045.3555431417,Estuary,7208.60174972959,27435.912832426657,34644.51458215625,22512.1068977533,1.5389281305169067,0.6608441577883796,5.478081404139857,39.61258414110125
Estuary_4218,877.219733143898,103.033397268114,101.061735879778,105.005058656449,177.861133481894,120.946123217222,261.904079933021,4870.27854789029,4858.08423868728,4882.47285709329,1177.70802148559,544.157875615649,1735.2030296407,Estuary,280.894530750008,6047.98656937588,6328.881100125888,877.219733143898,7.214704436075091,1.5453017114756564,3.943322776670996,24.38861840601021
Estuary_4220,1241.25296612116,167.941526316193,165.739769935564,170.143282696821,229.520085965463,149.165792942008,345.958008150203,2691.92532170882,2679.58964549061,2704.26099792704,321.423919010009,0.0,605.431566700083,Estuary,397.461612281656,3013.3492407188287,3410.8108530004847,1241.25296612116,2.747877303092424,0.4438611789965252,4.403512761256991,24.67135243642997
Estuary_4224,24.9535728859479,2.93090920242096,2.47252244618231,3.3892959586596,5.05947437138843,2.95900324519509,8.4535969126753,195.587138087373,192.025875079055,199.14840109569,47.2959686309297,21.5089708437188,70.77620686151,Estuary,7.990383573809391,242.8831067183027,250.8734902921121,24.9535728859479,10.053610015637739,2.0981140953887625,0.91677351247729,7.122526016634993
Estuary_4228,21208.2724164478,1691.33212499804,1685.66459778467,1696.9996522114,5099.76878547272,3748.07671336261,7036.25417380814,18306.0490932562,18276.7288119923,18335.36937452,9714.72786967818,6715.07239786608,12349.7489992299,Estuary,6791.10091047076,28020.77696293438,34811.87787340514,21208.2724164478,1.641429211669652,0.698524441984332,11.33505442673004,58.64056252770024
Estuary_4234,85.3258745904817,6.57794675443562,6.43962412832571,6.71626938054553,20.7442515481825,15.0338498984031,29.0387020809484,82.8918585012667,80.8303092345698,84.9534077679635,46.2586647248746,31.6747551658654,59.7629709675914,Estuary,27.32219830261812,129.1505232261413,156.47272152875942,85.3258745904817,1.833824994818328,0.7852590623258777,0.2766452522198195,4.123098533393701
Estuary_4238,103.651935925624,9.62776112423013,8.73132499551093,10.5241972529493,23.5626252785139,15.4335004740574,35.9764529035086,97.9476328308133,80.9975992385823,114.897666423044,39.994105294917,20.9055100188309,62.0176960829126,Estuary,33.190386402744025,137.9417381257303,171.13212452847432,103.651935925624,1.651026804277646,0.6131745635608424,1.7928722574383702,33.900067184461705
Estuary_4251,1663.84448052367,195.426006594442,192.546965704547,198.305047484337,337.353634514043,230.431516305114,494.613323129356,7747.33063583014,7730.25821653883,7764.40305512146,1873.42332583228,865.872364989873,2759.42459875119,Estuary,532.779641108485,9620.75396166242,10153.533602770905,1663.84448052367,6.102453517515792,1.3287161067184081,5.75808177978999,34.144838582629745
Estuary_4270,3521.1238405115,476.408055621206,472.906872857347,479.909238385065,651.091009348981,425.616185571613,975.815451382965,13881.842779755,13858.885839704,13904.799719806,1657.5334662394,0.0,3113.01486264313,Estuary,1127.499064970187,15539.3762459944,16666.875310964588,3521.1238405115,4.733396513694745,0.6556498947941053,7.002365527717984,45.913880101999894
Estuary_4272,5651.71902816213,463.456619448148,459.204315309809,467.708923586488,1346.28033055965,980.352572209232,1873.0951458774,7034.27566711927,6992.91130277927,7075.64003145926,3574.81508630384,2428.81186764212,4591.84090396791,Estuary,1809.736950007798,10609.09075342311,12418.827703430909,5651.71902816213,2.1973540513158456,0.8707254186455498,8.50460827667905,82.72872867999013
Estuary_4294,1414.7314923476,108.467463518291,106.525682022853,110.409245013729,344.543707646335,250.648663583184,480.604948883289,1089.07197173422,1078.24958005012,1099.89436341832,612.602984100497,426.807125436505,779.091840754641,Estuary,453.01117116462603,1701.674955834717,2154.686126999343,1414.7314923476,1.5230353877426346,0.6765571395873478,3.883562990876001,21.644783368200024
Estuary_4297,2000.5781303585,153.384325254586,152.509788292608,154.258862216565,487.220797867509,358.846560688489,671.479753177987,2776.47080402008,2768.47093167084,2784.47067636933,1561.7648272613,1095.85307711971,1972.33339576161,Estuary,640.605123122095,4338.23563128138,4978.840754403475,2000.5781303585,2.488700980406737,1.0241967529464269,1.7490739239570132,15.999744698489849
Estuary_4298,5493.91012247022,954.743173297699,953.292338834934,956.194007760463,804.461787018492,579.815043183836,1301.98798820284,6582.71077558265,6576.63373496217,6588.78781620313,1633.87892139609,1148.7052044248,2059.37658631926,Estuary,1759.2049603161909,8216.589696978739,9975.79465729493,5493.91012247022,1.8157913826244987,0.4438261009115733,2.9016689255290657,12.154081240960295
Estuary_4312,3159.83559780223,427.525756382641,424.035698193067,431.015814572216,584.285200389609,381.63212837376,876.398822963505,20956.5995311407,20908.5498416104,21004.649220671,2502.28054103173,0.0,4702.5334076129,Estuary,1011.81095677225,23458.88007217243,24470.69102894468,3159.83559780223,7.744292470774382,0.9768121302159352,6.980116379149024,96.09937906060077
Estuary_4323,12945.1278337261,1064.51520062052,1062.43026890373,1066.60013233732,3080.6441830169,2275.44165659236,4256.61531287917,11336.0837981664,11321.0040799206,11351.1635164122,6110.54621774158,4294.29395212049,7704.99778806144,Estuary,4145.15938363742,17446.63001590798,21591.7893995454,12945.1278337261,1.66794717494346,0.7100115594696994,4.169863433590081,30.15943649159999
Estuary_4331,15785.9635593494,1270.87727362234,1269.29444427783,1272.46010296684,3783.94611771695,2783.74900152663,5214.32619760423,24420.7643072204,24393.8341382599,24447.694476181,12773.2206601291,8796.15153729632,16262.5731689068,Estuary,5054.8233913392905,37193.984967349505,42248.808358688795,15785.9635593494,2.676352837116902,1.048853731075535,3.165658689009888,53.860337921101745
Estuary_4332,8230.24992943253,631.013262089592,629.58346245212,632.443061727065,2004.395067814,1481.37285282852,2752.98744516487,7910.62546438441,7900.40102456876,7920.84990420006,4449.72682371623,3127.24207222513,5610.60201547504,Estuary,2635.408329903592,12360.35228810064,14995.760618004231,8230.24992943253,1.8220297981932827,0.7841951273495819,2.859599274945026,20.44887963130077
Estuary_4333,24873.2184591618,1908.06931695819,1905.24772983277,1910.89090408361,6056.58396585,4479.69464487272,8312.42224398259,23796.4050618562,23771.6723571217,23821.1377665906,13381.2041050858,9406.61598558676,16867.918575053,Estuary,7964.65328280819,37177.609166942,45142.26244975019,24873.2184591618,1.8148943018317958,0.7814745849175013,5.6431742508400475,49.46540946889945
Estuary_4336,14795.048429256,1236.91439101119,1235.41052586495,1238.41825615744,3500.60806652086,2563.32836925403,4841.000071758,23244.7087543427,23217.5592556958,23271.8582529896,11451.0700004122,7741.13482198667,14706.499633478,Estuary,4737.52245753205,34695.7787547549,39433.301212286955,14795.048429256,2.6653039630685376,1.0105866255474596,3.0077302924901232,54.29899729380122
Estuary_4342,2154.2612743122,253.027661495973,250.550356738979,255.504966252967,436.788341151537,299.84735621719,637.281612533921,5580.27258292177,5565.13455320784,5595.41061263571,1349.39546441957,623.355143139122,1988.57704513884,Estuary,689.81600264751,6929.66804734134,7619.48404998885,2154.2612743122,3.5369359050570846,0.8291398201647521,4.954609513988004,30.276059427869768
Estuary_4351,8968.32822926209,732.306670417685,730.808226937985,733.805113897385,2139.44171187433,1578.19011307285,2954.41789359251,9338.27957640251,9323.5420175584,9353.01713524662,4999.41815213007,3494.25452311497,6321.56432969751,Estuary,2871.748382292015,14337.697728532581,17209.446110824596,8968.32822926209,1.9189134999177635,0.796007871423745,2.996886959400058,29.475117688220053
Estuary_4356,15999.7400877981,1257.01550878231,1255.61553451657,1258.41548304805,3866.26126473151,2852.85682442113,5315.35109400554,21856.4555367022,21824.720246664,21888.1908267404,11862.9131947607,8254.17814312485,15031.8486805458,Estuary,5123.27677351382,33719.3687314629,38842.64550497672,15999.7400877981,2.4277047809419936,0.9830893735259967,2.799948531479913,63.47058007639862
Estuary_436,7237.68723556331,2252.29589083495,2235.91148626376,2268.68029540614,65.2839388647811,0.0,723.347340564276,46611.3317636261,46564.564649785,46658.0988774673,0.0,0.0,0.0,Estuary,2317.5798296997314,46611.3317636261,48928.91159332583,7237.68723556331,6.76029648710258,0.009020000000000007,32.76880914238018,93.53422768229939
Estuary_4365,4091.78543943028,480.598576146652,476.66268656112,484.534465732184,829.632039413317,570.448385039156,1208.52799919494,10742.1978135062,10714.8926045905,10769.5030224219,2597.62812515753,1200.18363426717,3827.42000195294,Estuary,1310.230615559969,13339.82593866373,14650.056554223698,4091.78543943028,3.5803579564678985,0.837595278467984,7.87177917106402,54.61041783140172
Estuary_4383,4654.95058014614,369.552879889501,368.922981350545,370.182778428457,1121.0088453791,825.685491592319,1543.51180873551,5112.73467223656,5101.84668806323,5123.6226564099,2731.89787196214,1891.10121877956,3471.44058111691,Estuary,1490.561725268601,7844.6325441987,9335.194269467302,4654.95058014614,2.0054335934913894,0.8277008855420072,1.259797077912026,21.775968346669288
Estuary_4391,6842.04687644543,524.579734017071,522.843077662373,526.31639037177,1666.31209628952,1230.21900626441,2291.02428750064,8206.46800892585,8174.35419627653,8238.58182157516,4616.13825502079,3235.68186935946,5835.66212361574,Estuary,2190.891830306591,12822.60626394664,15013.498094253231,6842.04687644543,2.194299215624933,0.9182121176249759,3.4733127093969642,64.2276252986303
Estuary_4399,19349.407011525,1510.48703415185,1508.40283673656,1512.57123156715,4685.38658500857,3458.88579845447,6439.57629825767,24391.3963273168,24348.29200039,24434.5006542436,13364.8869769363,9321.04882953953,16918.6525483567,Estuary,6195.87361916042,37756.2833042531,43952.15692341352,19349.407011525,2.27149890935854,0.9328592628804421,4.1683948305901595,86.20865385359866
Estuary_4418,1797.9407939268,137.848120670368,134.71640598665,140.979835354085,437.870500952933,316.979778792117,613.676930364843,1323.18764372137,1265.56676941248,1380.80851803027,744.293049593273,500.953512892442,978.072700271438,Estuary,575.718621623301,2067.480693314643,2643.199314937944,1797.9407939268,1.4701258928360226,0.657509721420969,6.263429367435009,115.24174861779011
Estuary_442,6281.33573640455,1546.79454842993,1543.31098838542,1550.27810847444,464.55196772417,281.7524037082,1033.45067155963,10193.9067804062,10171.1268762475,10216.6866845649,381.187618003609,0.0,716.323954300347,Estuary,2011.3465161541,10575.094398409808,12586.44091456391,6281.33573640455,2.0037841380802255,0.13464327035190166,6.96712008902,45.55980831740089
Estuary_4425,23575.8798284595,1807.56270644799,1799.52962888228,1815.5957840137,5741.66977342303,4234.18736207595,7903.18164805965,32673.4641355925,32542.7220958185,32804.2061753664,18378.8235762708,12881.4941629282,23236.3127075512,Estuary,7549.23247987102,51052.287711863304,58601.52019173432,23575.8798284595,2.485655704818863,1.0231004537347914,16.066155131420146,261.4840795479031
Estuary_4426,16096.6314239047,2177.87423165431,2160.59046270542,2195.15800060319,2976.42811659422,1944.53141643488,4463.48793455982,41557.1820668964,41465.9247932956,41648.4393404972,4962.05159007718,0.0,9324.27746429041,Estuary,5154.30234824853,46519.23365697358,51673.53600522211,16096.6314239047,3.210208064308601,0.4931764601929174,34.56753789776985,182.5145472016011
Estuary_4436,40525.2580607228,3170.78663635878,3168.60747687363,3172.96579584392,9805.80624726528,7242.06084094801,13470.4358778082,51771.8841482726,51732.1651773126,51811.6031192326,28272.0399883524,19718.8816320934,35770.2278330834,Estuary,12976.59288362406,80043.92413662499,93020.51702024906,40525.2580607228,2.295371367675628,0.9396077423754358,4.358318970290384,79.43794191999768
Estuary_444,4568.60016437993,1380.06949762582,1365.54447795242,1394.59451729921,82.8419610102817,28.5196185816826,500.138754932819,40006.7995680774,39946.8089093895,40066.7902267653,195.047552634563,0.0,366.262553804514,Estuary,1462.9114586361018,40201.84712071196,41664.75857934806,4568.60016437993,9.119808492806238,0.06082596498845966,29.050039346790072,119.98131737579388
Estuary_4441,7546.47150478454,666.171624213452,664.984700005897,667.358548421006,1750.28401633361,1271.53026450565,2435.30703826692,10082.723289029,10063.3016200613,10102.1449579966,4526.79053732953,2962.72448572829,5901.6913352215,Estuary,2416.455640547062,14609.513826358529,17025.96946690559,7546.47150478454,2.256149706006436,0.8317893401814889,2.3738484151090233,38.84333793529913
Estuary_4466,29148.7806003226,2265.94320663032,2263.67191943957,2268.21449382107,7067.78782939897,5222.09416036592,9706.72771674099,27819.1252417319,27792.394454034,27845.8560294297,15337.3264356052,10723.6575519917,19383.8695812213,Estuary,9333.73103602929,43156.4516773371,52490.18271336639,29148.7806003226,1.8007677039081855,0.7686467084923684,4.54257438149989,53.461575395696855
Estuary_4491,20746.8090283196,2807.04326153164,2792.53966517562,2821.54685788766,3836.29245742658,2513.28569865806,5737.14527770491,69692.5276064222,69634.7780697096,69750.2771431348,8321.49583360265,0.0,15615.7336887615,Estuary,6643.33571895822,78014.02344002484,84657.35915898306,20746.8090283196,4.080500237093084,0.5860076252899291,29.007192712039796,115.49907342519145
Estuary_4498,22660.619697913,3065.98184512763,3047.24548812485,3084.71820213042,4190.1751883411,2742.52093931236,6272.26034433185,52401.0275312142,52352.9782805106,52449.0767819178,6256.83910820468,0.0,11742.3306228174,Estuary,7256.157033468729,58657.86663941888,65914.0236728876,22660.619697913,2.9087476225973714,0.4610206797437199,37.4727140055702,96.09850140719936
Estuary_450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estuary,0.0,0.0,0.0,0.0,,,0.0,0.0
Estuary_4504,13176.7283827551,1782.81135018676,1772.19799949474,1793.42470087878,2436.50884525524,1594.97819954526,3646.63022512019,37348.5099331394,37313.6578566719,37383.3620096069,4459.5235741062,0.0,8369.40940513588,Estuary,4219.320195442,41808.0335072456,46027.3537026876,13176.7283827551,3.493079037959483,0.5233493640490113,21.22670138403987,69.70415293499536
Estuary_4511,104778.8459014,8303.41824096434,8276.72299980317,8330.11348212551,25247.816005123,18572.1780963271,34810.423727366,168262.103084603,167966.068368532,168558.137800674,90151.3273253341,62477.1142059625,114470.95682843,Estuary,33551.23424608734,258413.4304099371,291964.6646560244,104778.8459014,2.786484830447282,1.1013591754871124,53.39048232233836,592.069432142016
