"Type","Mean_SOC_Carbon_Secure","Low_SOC_Carbon_Secure","Hi_SOC_Carbon_Secure","Mean_SOC_Carbon_Restor","Low_SOC_Carbon_Restor","Hi_SOC_Carbon_Restor"
"Lagoon_20012",18940.3681330581,18762.9434665907,19117.7927995255,2261.53649349948,0,4280.10286556541
"Lagoon_20015",2380.86182161637,2349.62972990917,2412.09391332358,284.282008551209,0,540.02102537095
"Lagoon_20016",3648.70340828814,3624.03537062502,3673.37144595126,435.666078601569,0,822.396592377147
"Lagoon_20017",9277.40992728998,9237.04365562003,9317.77619895992,1107.7504390794,0,2086.06929827461
"Lagoon_20018",8986.26672630326,8946.13753205008,9026.39592055644,1072.9870717974,0,2020.83490758726
"Lagoon_20019",2946.07301394753,2917.5863489581,2974.55967893697,1642.31783105462,1141.7417613269,2090.58872437268
"Lagoon_20020",4026.95010044958,4005.16914005269,4048.73106084647,1992.36092603277,1342.99757715909,2567.97824226509
"Lagoon_20021",5809.33950659828,5781.44248787528,5837.23652532128,693.652478399795,0,1306.84399820626
"Lagoon_20022",879.303053780042,869.804353791985,888.801753768098,259.027475079521,136.119063526539,369.217516799057
"Lagoon_20023",28057.8966951769,27994.523632234,28121.2697581198,5252.08445305321,1695.18230045022,8379.9006639189
"Lagoon_20024",1551.3002252501,1545.87906295039,1556.72138754981,301.181513644352,103.221479496773,475.736525071521
"Lagoon_20025",17444.8483474667,17388.6728239062,17501.0238710272,7195.31176506938,4552.32137482397,9525.63582934213
"Lagoon_20026",1753.58059214218,1733.92482648233,1773.23635780203,209.382757270708,0,396.993214433291
"Lagoon_20027",1377.54043410024,1369.86219840036,1385.21866980013,405.799591996177,214.375058935674,575.434280275666
"Lagoon_20028",2406.19956493227,2392.69756455235,2419.70156531218,708.824784768415,374.442540289913,1005.16926249501
"Lagoon_20029",27468.7778972962,27421.1067285339,27516.4490660584,12665.4323199153,8369.89895722119,16439.7732024641
"Lagoon_20030",29170.2899332614,29117.2391127563,29223.3407537665,8885.86599746657,4817.7648611867,12460.3939580921
"Lagoon_20031",1451.21317172583,1444.30721743438,1458.11912601728,427.502306580546,226.025249269799,605.717889982672
"Lagoon_20032",7478.3298811642,7459.48025249026,7497.17950983815,2202.98667063911,1167.36305346951,3114.40654778619
"Lagoon_20033",2705.53224081975,2695.56538843812,2715.49909320138,797.003015141452,421.839503043574,1128.04664010992
"Lagoon_20034",819.379194028561,814.169994569591,824.58839348753,241.374942176652,127.41262644763,342.542617331767
"Lagoon_20035",2104.38044526216,2084.90700190943,2123.85388861488,1183.71400045996,825.275688255818,1504.39650443554
"Lagoon_20036",4022.68885720515,3986.72191472731,4058.65579968299,480.321057576735,0,908.654283511117
"Lagoon_20037",7469.26463576892,7407.0320914825,7531.49718005534,891.852493823155,0,1686.15608508702
"Lagoon_20038",2728.42626319623,2721.84469716226,2735.00782923021,295.922288505,0,556.192721896745
"Lagoon_20039",21264.6530964655,21145.9246899001,21383.3815030309,0,0,0
"Lagoon_20040",1363.96758464543,1353.3881978941,1374.54697139676,87.956011169001,0,166.196676147437
"Lagoon_20041",6257.09402351283,6178.11482433141,6336.07322269424,0,0,0
"Lagoon_20042",26891.6817073626,26631.3205597168,27152.0428550083,3210.94706953583,0,6078.8155645541
"Lagoon_20043",557.897964581055,554.939600830215,560.856328331895,66.6146823380364,0,125.564849626544
"Lagoon_20044",92791.9393897121,92650.7731023818,92933.1056770424,0,0,0
"Lagoon_20045",1043.65161360942,1033.27857164326,1054.02465557559,135.248934299644,9.40512485306154,247.717530886593
"Lagoon_20046",288.23077700469,285.120485024425,291.341068984955,102.920964303741,60.5377244169612,140.933029608579
"Lagoon_20047",2391.1763090108,2382.20736672956,2400.14525129205,1008.8033469238,656.267415745589,1320.04309299513
"Lagoon_20048",61523.3946618574,61426.1032290612,61620.6860946537,25955.8470093203,16922.0994731456,33890.4326815557
"Lagoon_20049",3527.57907690833,3491.76324199639,3563.39491182027,1488.23554579112,961.935753882907,1959.81257318913
"Lagoon_20050",17185.7659810411,17113.017049739,17258.5149123433,7250.43075066916,4714.41555915455,9491.91862164519
"Lagoon_20051",6029.70893439745,5994.78838579985,6064.62948299506,2543.84862005966,1651.48690950932,3335.45324237885
"Lagoon_20052",21807.6346848747,21673.593715777,21941.6756539724,9200.33155886112,5970.79563115446,12067.5852347577
"Lagoon_20054",33835.7240209351,33738.436891303,33933.0111505671,14274.8117356641,9294.50437404542,18662.6359257715
"Lagoon_20055",5050.02741353656,5013.32247080947,5086.73235626365,2130.53489098014,1381.10570396491,2797.62481424239
"Lagoon_20057",13967.8182042094,13912.2742458708,14023.362162548,5892.82425579851,3832.65218385081,7712.63420548222
"Lagoon_20058",1349.85653304005,1340.45985617454,1359.25320990557,161.176899467469,0,304.310420128112
"Lagoon_20059",319.633832726,317.446128061022,321.821537390978,38.1652337583284,0,72.0495979233533
"Lagoon_20060",1629.2469729324,1620.1882218161,1638.30572404871,687.356174057952,446.340966031193,901.043032325103
"Lagoon_20061",155.662884764484,154.165843143285,157.159926385684,65.6719617664614,42.4707021264826,86.4355501857092
"Lagoon_20062",88.5955731655492,87.7686692534485,89.42247707765,37.3772148859286,24.1791367782841,49.1809915092943
"Lagoon_20063",636.649169629783,632.230931714645,641.06740754492,76.0178112990785,0,143.522553927967
"Lagoon_20064",2644.19690320906,2635.32716211081,2653.06664430731,1487.3607580551,1043.15033500219,1879.25553971768
"Lagoon_20065",6843.0765735164,6830.76140850645,6855.39173852635,3721.63224941073,2590.06036072738,4716.14391630653
"Lagoon_20066",2777.48791456936,2749.76614562767,2805.20968351106,379.409186200958,42.2475764860491,680.780555745644
"Lagoon_20067",380.775982541724,377.969907876106,383.582057207343,45.4657889602059,0,85.8765799717931
"Lagoon_20068",1322.17859031845,1304.32178994383,1340.03539069306,557.808381639589,359.323836514806,736.998921586589
"Lagoon_20069",1265.26808130684,1262.29458307066,1268.24157954301,151.076785827682,0,283.93468198724
"Lagoon_20070",784.126659970293,778.917382203309,789.335937737277,355.57072882405,232.44842857624,465.011360128994
"Lagoon_20071",6239.91408739155,6203.92602592478,6275.90214885832,1315.20549421299,506.388586540696,2032.00214885471
"Lagoon_20072",12225.5450564222,12187.7502842526,12263.3398285918,1459.76657390115,0,2745.52384222204
"Lagoon_20073",7728.98528526702,7695.4939705712,7762.47659996283,1442.36201923082,566.467566307665,2216.17423822131
"Lagoon_20074",1670.65506320526,1662.99453156736,1678.31559484315,431.689222012145,206.487984561468,630.787197550183
"Lagoon_20075",9758.40888451736,9653.0609511645,9863.75681787022,1319.70304162414,136.547568188433,2379.06934141779
"Lagoon_20076",1717.46043908402,1709.96791257443,1724.9529655936,436.794173926815,208.732721049687,638.32028650849
"Lagoon_20077",7922.38332113539,7905.73199579595,7939.03464647482,0,0,0
"Lagoon_20078",4695.04769731879,4684.02334160169,4706.07205303589,0,0,0
"Lagoon_20079",3124.00170706446,3110.27109113167,3137.73232299726,0,0,0
"Lagoon_20080",13726.5174470967,13534.7805160256,13918.2543781678,2237.58329317466,605.83370644407,3708.94882295857
"Lagoon_20081",11797.6066562853,11763.9964640558,11831.2168485149,1923.14821696699,526.571197218547,3152.79320324102
"Lagoon_20082",1008.54488616795,1004.02441785259,1013.06535448332,164.404642066257,44.9413888690527,269.962557947274
"Lagoon_20083",766.466589551363,760.867287230624,772.065891872101,124.943041246011,34.0573715391384,205.740806504964
"Lagoon_20084",0,0,0,0,0,0
"Lagoon_20085",1199.58208253633,1189.95562353896,1209.20854153371,349.563817453613,190.075790051287,491.684663035187
"Lagoon_20086",6818.14286281913,6800.73151747047,6835.55420816779,3074.19027106162,2013.85217246335,4007.68296237722
"Lagoon_20087",1794.458648973,1781.76123180196,1807.15606614404,522.91362527804,284.60697787225,734.820248877027
"Lagoon_20088",20023.8274043278,19914.4245163953,20133.2302922603,8969.89251869327,5845.11802475743,11739.7663019817
"Lagoon_20089",730.874368497705,727.464391721736,734.284345273673,87.2685813131588,0,164.392017598583
"Lagoon_20090",45386.756862652,45166.38058335,45607.133141954,5419.31425225695,0,10210.5521959598
"Lagoon_20091",561.948802724986,556.752239235806,567.145366214166,67.0983645044759,0,126.972843182276
"Lagoon_20092",18069.6075796104,17986.0815189035,18153.1336403173,2462.31895165313,270.988338090914,4398.87215172409
"Lagoon_20093",3532.71958954369,3521.72784006638,3543.71133902101,672.541496985624,223.283419171804,1068.34628773906
"Lagoon_20094",40906.3895542491,40569.5100083659,41243.2691001323,4157.87190910617,916.31568501426,7045.1211689031
"Lagoon_20095",160713.480367482,160483.255945852,160943.704789111,24598.390818155,5208.46126349264,41617.5737698427
"Lagoon_20096",1652.89169153487,1643.10456823366,1662.67881483609,312.761492712512,102.481391132301,499.16069529518
"Lagoon_20097",134.314058755228,133.986665016311,134.641452494144,0,0,0
"Lagoon_20098",2817.02803285327,2805.45518767487,2828.60087803168,428.291022919182,117.136644025468,703.004551707547
"Lagoon_20099",2294.57382425732,2276.19239264928,2312.95525586537,0.759562579487607,0,1.43558869337627
"Lagoon_20100",2348.49859162069,2339.20342181203,2357.79376142935,357.057456439544,97.6691553398314,585.992799177064
"Lagoon_20101",398.973281273548,395.486214921579,402.460347625518,60.6584928375722,16.5128026916171,100.025231010825
"Lagoon_20102",0,0,0,0,0,0
"Lagoon_20103",323.024205205181,322.228428483484,323.819981926878,0,0,0
"Lagoon_20105",9342.09260232378,9303.1572638784,9381.02794076915,1115.47374356105,0,2100.23013599309
"Lagoon_20106",522.991020087336,518.89544225572,527.086597918952,62.4466889656521,0,118.004462220661
"Lagoon_20107",833.010501322244,826.163607277843,839.857395366646,468.568406993763,327.02309454748,594.898988384708
"Lagoon_20108",922.236531831184,914.877237160728,929.595826501639,157.353573322818,63.0701693256152,241.318064312155
"Lagoon_20109",1693.40447153259,1688.58705036837,1698.2218926968,0,0,0
"Lagoon_20110",6441.88462930469,6413.47693213677,6470.2923264726,2814.54631761934,1819.73790301117,3694.1701004088
"Lagoon_20111",10618.2169625375,10575.0904190756,10661.3435059994,2633.70922431596,1218.70643356021,3883.19592412048
"Lagoon_20112",4433.04977006712,4412.07534187948,4454.02419825476,1647.32387160581,994.025217495332,2225.30458473968
"Lagoon_20115",30007.255053011,29956.7770459778,30057.7330600442,3582.95582722519,0,6729.34322239796
"Lagoon_20116",288748.332275176,288284.149511581,289212.515038772,34449.4794284045,0,64696.6112459463
"Lagoon_20117",1735.88406060892,1722.35097892479,1749.41714229305,976.434784092515,681.763929157728,1239.17047579091
"Lagoon_20118",5552.90289022656,5531.9348342445,5573.87094620863,514.892197511853,35.498453652623,937.771745166677
"Lagoon_20119",0,0,0,0,0,0
"Lagoon_20120",714.902236630165,711.769644780124,718.034828480205,66.289216811718,4.56742939019489,120.80523225109
"Lagoon_20121",514.28297286935,509.86156447252,518.704381266181,47.6868216999963,3.27178422342234,87.2690303632626
"Lagoon_20122",9962.09739157152,9912.69388624724,10011.5008968958,1189.50416615779,0,2241.3807978125
"Lagoon_20123",3295.63534855756,3264.75103627737,3326.51966083776,393.508698335231,0,744.743207650244
"Lagoon_20124",1638.55097272241,1633.22771015168,1643.87423529314,195.64787733999,0,368.031545214883
"Lagoon_20125",0,0,0,0,0,0
"Lagoon_20126",1651.97221181804,1633.29065402308,1670.653769613,153.178908255102,10.4808343410319,281.077892943491
"Lagoon_20127",238.217579361547,237.41912968993,239.016029033163,28.4438900730205,0,53.5110512760813
"Lagoon_20128",8891.46491065032,8828.17037863642,8954.75944266421,824.459926177005,56.6504137184551,1506.58679957544
"Lagoon_20130",1171.35988687421,1165.97154682672,1176.74822692169,139.863867089457,0,263.451095579484
"Lagoon_20131",1116.37660305974,1109.38647883166,1123.36672728782,162.515422675584,41.8493891531032,269.544710498632
"Lagoon_20132",300.075994818615,297.94629793634,302.20569170089,35.8299695305809,0,67.6579906793036
"Lagoon_20133",1017.66018594933,1011.42399376723,1023.89637813142,117.315737031744,0.746307251701792,220.653886836939
"Lagoon_20134",17311.8816610907,17281.8037129453,17341.959609236,3713.37339830955,1468.12434249273,5685.59164484269
"Lagoon_20135",2378.57662189582,2354.05396007028,2403.09928372136,575.176294287779,263.67945450501,854.047790881761
"Lagoon_20136",1189.43559799291,1182.2127536962,1196.65844228962,287.6237634095,132.42058988069,425.285590986828
"Lagoon_20137",946.813863489123,940.863323074873,952.764403903373,228.954108254841,105.386848390148,338.607039624421
"Lagoon_20138",7685.31087357123,7662.20623855456,7708.41550858791,1858.42599646298,858.249808864463,2739.52694376965
"Lagoon_20139",522.701280784986,519.700861686921,525.701699883051,126.397183481001,58.2121064511622,186.83138831977
"Lagoon_20140",78.2008349429772,77.6853959895715,78.7162738963828,18.9101608241914,8.70160293051412,27.9753151619867
"Lagoon_20141",1070.87849093242,1065.13325256663,1076.62372929821,258.954837265687,119.306421932457,382.625938032046
"Lagoon_20142",4334.59187512905,4326.22240589717,4342.96134436094,1048.17077113938,484.583609128594,1543.46371253233
"Lagoon_20143",775.948528665262,772.480521518852,779.416535811672,187.636250675001,86.5261569975888,277.000195162914
"Lagoon_20144",480.166444587485,478.554601505237,481.778287669733,116.111607966214,53.6032811550318,171.221257925706
"Lagoon_20145",378.126551801137,376.4887284371,379.764375165174,91.4367974673217,42.1708016151914,134.966094768732
"Lagoon_20146",2698.21446033673,2680.23787306052,2716.19104761294,652.469624145728,300.215573771795,965.318819551372
"Lagoon_20147",3068.52249252506,3050.10356720163,3086.94141784849,366.390745376126,0,691.106287578019
"Lagoon_20148",1064.86886497671,1056.41993612558,1073.31779382784,127.148521191249,0,240.29502846892
"Lagoon_20149",13086.4144018789,12979.5234648373,13193.3053389205,1562.55694350792,0,2953.72507587772
"Lagoon_20150",1073.61928295305,1066.26850743405,1080.97005847205,128.193347218275,0,242.008222045982
"Lagoon_20151",983.243819867508,979.636774728833,986.850865006184,117.402247148359,0,220.93676082228
"Lagoon_20152",138.609510455932,137.562641724502,139.656379187362,16.5503893081709,0,31.2663535494093
"Lagoon_20153",8228.9455328958,8196.36013835002,8261.53092744158,982.560660644275,0,1849.59647629289
"Lagoon_20154",17936.7921086702,17751.7805604651,18121.8036568754,2141.70652043824,0,4057.12022168851
"Lagoon_20155",10717.8972442398,10556.4852312208,10879.3092572588,1279.74892468535,0,2435.66625162511
"Lagoon_20156",0,0,0,0,0,0
"Lagoon_20158",60.5336114720155,60.1382795858322,60.9289433581988,18.2030357495758,9.74042924406394,25.7186626849821
"Lagoon_20159",5463.309990928,5439.66991366584,5486.95006819016,2057.50936476881,1249.85692262115,2771.39282479124
"Lagoon_20160",514.804353307954,512.174578551067,517.43412806484,59.3570329069307,0,111.862962002071
"Lagoon_20161",1094.73865756165,1084.39081553187,1105.08649959144,130.715063589451,0,247.407425281666
"Lagoon_20162",4964.82137781376,4924.67557332173,5004.96718230579,592.814492873285,0,1120.51504081473
"Lagoon_20163",48137.9607180445,47932.9034694519,48343.0179666371,5747.81620513964,0,10823.063723874
"Lagoon_20164",592.605901559829,589.225807872613,595.985995247044,70.758913619084,0,133.429700428443
"Lagoon_20165",4284.89679050837,4272.31492196293,4297.47865905382,511.629467523388,0,962.12208784787
"Lagoon_20166",8388.76656794281,8346.99090479219,8430.54223109342,2.26005440564838,0,4.25870506939287
"Lagoon_20167",10147.9435470488,10016.5468458277,10279.34024827,978.189833333887,0,1857.85414508226
"Lagoon_20168",54139.861700995,53783.7802377234,54495.9431642667,6464.46109862627,0,12200.5842905075
"Lagoon_20169",8208.27112624005,8175.02282055182,8241.51943192828,772.101574615794,0,1453.55444665666
"Lagoon_20170",11606.4995135589,11584.7063313531,11628.2926957648,641.751973935469,0,1205.54432383262
"Lagoon_20171",15350.6734068415,15303.1692293824,15398.1775843006,1735.40354914825,0,3263.95111333122
"Lagoon_20172",1204.1216819549,1190.91450990965,1217.32885400015,143.775723218495,0,272.536310597049
"Lagoon_20173",3686.40962858636,3663.48460034892,3709.33465682379,440.168313861057,0,830.448057497864
"Lagoon_20174",21663.7086479881,21609.7335459032,21717.6837500731,879.596288939111,0,1653.35212866689
"Lagoon_20175",0,0,0,0,0,0
"Lagoon_20176",1071.90012495605,1064.50267744085,1079.29757247126,174.732288856035,47.6484714199859,287.612178386287
"Lagoon_20177",47167.6544930797,47086.5654531048,47248.7435330546,0,0,0
"Lagoon_20178",2011.47595064593,1997.53942145202,2025.41247983985,0,0,0
"Lagoon_20179",0,0,0,0,0,0
"Lagoon_20180",6615.93809484927,6565.05102978121,6666.82515991733,789.962757593943,0,1492.57279699642
"Lagoon_20181",7058.48472693255,6953.72987685995,7163.23957700515,0,0,0
"Lagoon_20182",19818.6491604433,19762.360212516,19874.9381083707,2366.40586990368,0,4449.61300933673
"Lagoon_20183",18565.7751529964,18508.0246265812,18623.5256794116,2214.89329908494,0,4165.84298521813
"Lagoon_20184",18230.107918577,18080.1270077511,18380.0888294029,154.013430147547,0,291.15096366369
"Lagoon_20185",334.212158770464,331.001595511538,337.422722029391,39.9059294054286,0,75.5424004543413
"Lagoon_20186",49706.0160768747,49558.0174056924,49854.0147480571,5922.43838592907,0,11137.6356151207
"Lagoon_20187",123080.480389117,122922.972249643,123237.988528591,5210.29873896008,0,9781.81208434441
"Lagoon_20188",1714.34856559355,1708.42003550255,1720.27709568455,201.403026058657,0,378.936589621919
"Lagoon_20189",13887.2237269799,13846.1707171227,13928.2767368371,1648.99822196822,0,3101.01176794759
"Lagoon_20190",2894.12266042458,2859.57338575187,2928.67193509729,202.601916630142,0,384.413484360081
"Lagoon_20191",12791.9031342611,12719.6056873319,12864.2005811902,351.423765963773,0,662.643651452707
"Lagoon_20192",4790.07855281527,4763.43193089707,4816.72517473346,402.628260139492,0,759.127559948839
"Lagoon_20193",3798.18655110511,3780.63664570067,3815.73645650954,41.4018515289593,0,77.9871618273071
"Lagoon_20194",18762.0110446327,18719.3116250675,18804.7104641978,230.043670674591,0,432.313526805522
"Lagoon_20195",2541.55988155108,2528.91460897823,2554.20515412394,266.312139186859,0,501.819652756213
"Lagoon_20196",297.364962408347,293.919728717346,300.810196099348,78.7749942880259,38.2055654060918,115.200805954503
"Lagoon_20197",1568.18558859053,1555.46826400998,1580.90291317108,0,0,0
"Lagoon_20198",40.2622217340315,39.7304015278326,40.7940419402304,0,0,0
"Lagoon_20199",1290.80063268267,1271.42159763108,1310.17966773427,79.9807620939351,0,152.215365872743
"Lagoon_20200",4315.20874091467,4267.81358377511,4362.60389805423,515.248804885334,0,976.702365236021
"Lagoon_20201",2722.48265215818,2687.76675430103,2757.19855001534,168.690835589836,0,320.328575087841
"Lagoon_20202",5782.64587225054,5726.26236920636,5839.02937529472,195.524560538851,0,370.183155924527
"Lagoon_20203",1710.74948505621,1690.59451415909,1730.90445595334,270.792250235322,132.005325078176,395.45857611894
"Lagoon_20204",1333.07287277978,1316.63986805814,1349.50587750142,211.010323896629,102.806126683992,308.320699588771
"Lagoon_20205",3626.00375236599,3560.51022338404,3691.49728134794,432.955671924298,0,826.454615227151
"Lagoon_20206",23733.6942489266,23605.2942229632,23862.09427489,2833.87394017034,0,5342.25991228881
"Lagoon_20207",14060.9660291346,13909.0748118806,14212.8572463885,798.584890989019,0,1513.52150581687
"Lagoon_20208",58541.8640597619,58271.799113814,58811.9290057098,6990.07332056859,0,13166.8497773977
"Lagoon_20209",6627.28575318465,6502.85604177564,6751.71546459365,423.416769206814,31.754186224784,779.964105060419
"Lagoon_20210",3395.08343402549,3339.47638304486,3450.69048500613,216.911615457635,16.3070432867093,398.626797899323
"Lagoon_20211",29303.7111704278,29048.189278941,29559.2330619145,3498.95058751376,0,6617.73874520474
"Lagoon_20212",22759.1536660464,22646.1285929055,22872.1787391873,2717.51088549808,0,5120.63703116133
"Lagoon_20213",5423.48395902873,5362.0601337721,5484.90778428537,2331.94650097001,1487.65905501208,3090.39507809145
"Lagoon_20214",5010.67872565172,4941.0772302491,5080.28022105433,2742.87447133171,1889.2167237515,3514.69186080641
"Lagoon_20215",5503.20806899328,5358.32699974938,5648.08913823718,2171.64583084339,1317.37492002443,2963.99600500589
"Lagoon_20216",6416.94482238915,6357.32594030909,6476.56370446921,2759.10690222965,1763.78728787415,3649.1298272292
"Lagoon_20217",1788.35864969752,1772.11016785716,1804.60713153787,768.94422978775,491.657249624519,1016.78081319283
"Lagoon_20218",2197.63950697933,2176.29406304343,2218.98495091522,944.923557884306,603.794714808245,1250.25623772832
"Lagoon_20219",2131.22114727161,2113.05101882784,2149.39127571538,284.415394305596,26.5194557034682,514.221838808559
"Lagoon_20220",1878.72732941306,1871.48713209926,1885.96752672686,1056.78412279485,740.79698978929,1335.89366476486
"Lagoon_20221",941.683973097585,935.869938695683,947.498007499488,373.382739310396,231.669722757573,499.18539906795
"Lagoon_20222",1107.13575938515,1102.02017629609,1112.25134247421,132.195314553451,0,249.011494583779
"Lagoon_20223",785.57437548823,779.619112384308,791.529638592151,91.287030374796,0,172.460731636182
"Lagoon_20224",303.39247471598,300.900362504434,305.884586927525,6.05922559650278,0,11.4543693800951
"Lagoon_20225",1402.04284438147,1394.29508644956,1409.79060231339,521.804187021728,314.844323842017,705.239011172223
"Lagoon_20226",2458.01810024026,2450.7818758949,2465.25432458562,1381.32706747618,968.936017668399,1744.7873982908
"Lagoon_20227",2386.14348429584,2377.88937542508,2394.3975931666,1277.49563574202,883.640178852267,1625.0372112454
"Lagoon_20228",1196.09233540514,1187.99534751,1204.18932330028,645.229485780818,445.783510189679,822.617481941168
"Lagoon_20229",663.653964883697,660.386705069366,666.921224698027,260.83831659945,161.427146600084,348.833203395444
"Lagoon_20230",3271.77052626606,3261.31316703558,3282.22788549654,1215.53798717009,734.536463898736,1639.57723199408
"Lagoon_20231",6833.44903191428,6725.33867031631,6941.55939351225,3687.86535621754,2525.00220733139,4743.73535260897
"Lagoon_20232",549.368822595218,543.512228039063,555.225417151374,298.088347100398,205.478787107726,381.20535647304
"Lagoon_20233",14930.5136140899,14886.8412113372,14974.1860168426,8398.41390792556,5892.70797948764,10606.7150952635
"Lagoon_20234",4353.09670284851,4336.66154475581,4369.53186094121,2445.55280404304,1713.86827442823,3091.72234676875
"Lagoon_20235",5520.30704056716,5494.40968567753,5546.2043954568,2769.67955577848,1883.1494548617,3554.22289019859
"Lagoon_20236",4312.94255000246,4299.44781027862,4326.43728972629,2426.03018437638,1701.86475823529,3064.55974688945
"Lagoon_20237",3818.21607690918,3793.8536127826,3842.57854103576,2144.24419940977,1498.62492455109,2717.97280455437
"Lagoon_20238",12566.7234611558,12485.7914584392,12647.6554638725,6869.72674189781,4765.61501295844,8739.72066191022
"Lagoon_20239",847.072331071091,840.923649340808,853.221012801373,0,0,0
"Lagoon_20240",51.5086897131001,51.0168747544724,52.0005046717279,16.7379674563942,9.36801411290753,23.3282918345442
"Lagoon_20241",961.248833205218,913.921117582245,1008.57654882819,398.293195637006,241.485478184532,550.384659416501
"Lagoon_20242",557.470204548948,553.585193326345,561.355215771551,66.5636065133072,0,125.676540844377
"Lagoon_20243",3892.15414980293,3883.59701883217,3900.71128077369,680.094810599349,191.965277872452,1109.27149577692
"Lagoon_20244",5117.61633225335,5023.90463315746,5211.32803134923,2369.12391805602,1583.49686814603,3086.19950434542
"Lagoon_20245",1162.43496937177,1142.62283556875,1182.24710317479,138.798205298122,0,264.682187277939
"Lagoon_20246",2384.3075944834,2367.99273130372,2400.62245766308,1103.77953003093,746.373458019913,1421.67213316681
"Lagoon_20247",3670.16139620068,3622.01593747105,3718.30685493031,1699.04631030368,1141.6321192697,2202.01773975051
"Lagoon_20248",1246.48827974675,1237.10301234266,1255.87354715084,577.043100811008,389.925543707513,743.740615716714
"Lagoon_20249",2307.16456614166,2254.86892070597,2359.46021157735,275.48233625572,0,528.237360800899
"Lagoon_20250",3305.60502094531,3226.91646295357,3384.29357893705,394.699106978544,0,757.677666926205
"Lagoon_20251",1093.68319258893,1080.38644372394,1106.97994145393,168.511640897058,117.14056988559,214.779721021495
"Lagoon_20252",501.383349990227,497.618495428845,505.148204551608,232.107920847962,156.845598509676,299.153714586745
"Lagoon_20253",1705.53565931107,1689.82002395964,1721.2512946625,200.116630753007,0,378.676130157379
"Lagoon_20254",1040.5011675005,997.639446849144,1083.36288815186,111.227901095602,0,217.14328141409
"Lagoon_20256",1517.01799483746,1491.71504933743,1542.3209403375,702.280785106909,470.177338399744,913.377567671322
"Lagoon_20257",411.232125821709,398.961679551663,423.502572091755,190.373760341713,125.749713860171,250.802371337233
"Lagoon_20258",12371.6759847584,12305.6102016993,12437.7417678174,2893.72191683756,1258.6553972537,4341.55349769003
"Lagoon_20259",9558.21156479462,9406.89783525463,9709.52529433461,1141.2789928113,0,2173.77431962715
"Lagoon_20260",1616.0498255248,1603.07816657959,1629.02148447002,192.961173196991,0,364.706302493287
"Lagoon_20261",3760.54257353921,3736.97014317264,3784.11500390578,2055.94776583571,1428.49315320242,2613.36557786152
"Lagoon_20262",2345.66944883527,2339.05350118352,2352.28539648703,1282.4143772911,894.125931811181,1624.52295401713
"Lagoon_20263",2865.07065865879,2843.36409872094,2886.77721859664,100.413725236588,7.48140284697536,183.055986588186
"Lagoon_20264",285.393566737461,283.456675357811,287.330458117111,156.157004178444,108.593050232994,198.464032716108
"Lagoon_20265",1087.12364059616,1083.70075450202,1090.54652669031,502.97098193461,332.311278398826,653.430729036648
"Lagoon_20266",3747.27951402954,3732.84529160063,3761.71373645845,1113.72214969264,592.92258358052,1573.45319858935
"Lagoon_20267",63.3532629264969,62.8858320347536,63.8206938182401,21.5129116718932,12.3685839315882,29.650921762677
"Lagoon_20268",3166.57885112628,3157.1998941107,3175.95780814186,1732.63704763739,1209.53216664939,2193.68805684756
"Lagoon_20269",4322.35702655132,4282.43549562305,4362.27855747958,2431.32582743512,1695.13071701746,3089.94731154804
"Lagoon_20270",267.589257143117,266.252163087852,268.926351198382,69.7629613594208,33.6099386755748,101.755091798794
"Lagoon_20271",106.538857076333,106.091647047846,106.986067104819,12.7210575613532,0,23.9521045757058
"Lagoon_20272",15142.9007984304,15087.234173543,15198.5674233178,7433.38157533394,5006.7715503919,9575.57297881612
"Lagoon_20273",1497.47240873577,1485.14022428044,1509.80459319111,750.815475992358,507.429196166192,967.998290349878
"Lagoon_20274",1833.31099542533,1819.33748533556,1847.28450551511,1031.23743492675,720.154421278658,1308.49319140654
"Lagoon_20275",1289.38206193194,1259.30525774832,1319.45886611556,711.794260167758,486.711017591274,919.531250082047
"Lagoon_20276",4620.99636867553,4594.29775179157,4647.69498555948,2297.20455141065,1574.29159342204,2938.62927519345
"Lagoon_20277",14999.3150684536,14952.0144514627,15046.6156854446,8383.02698309832,5870.33970962213,10598.6970253577
"Lagoon_20278",1933.50598417378,1919.66580097892,1947.34616736863,1087.59711609775,759.867712887491,1379.37020188612
"Lagoon_20279",2257.16865877259,2245.99749730445,2268.33982024073,269.512675674339,0,507.837273188223
"Lagoon_20280",30481.1389045619,30078.2937854301,30883.9840236937,7182.6724462223,3123.36729910366,10839.3480066614
"Lagoon_20281",21883.5820918046,21718.4095568958,22048.7546267135,11990.1467425444,8313.72160465475,15266.056475434
"Lagoon_20282",330.415376179294,327.159958069636,333.670794288952,180.643282496933,125.060073321243,230.43796693082
"Lagoon_20283",455.105722963966,442.70665054881,467.504795379123,54.3409818464438,0,104.665252696819
"Lagoon_20284",2076.89597730512,2067.06714420131,2086.72481040892,499.678686442483,277.128687178075,696.537728217919
"Lagoon_20285",6170.53856042821,6129.31681305768,6211.76030779875,736.78072363322,0,1390.6926062236
"Lagoon_20286",1349.64834402429,1346.29624301242,1353.00044503615,117.919427642771,18.8466679135241,205.075112410733
"Lagoon_20287",20860.5421299242,20677.7704087562,21043.3138510922,2603.46794307632,100.859618817631,4834.45986750434
"Lagoon_20288",804.743495731981,802.555691801032,806.931299662931,70.3108278805477,11.2348977307093,122.30707505916
