"Type","AGB","Mean_AGB_Carbon_Secure","Low_AGB_Carbon_Secure","Hi_AGB_Carbon_Secure","Mean_AGB_Carbon_Restor","Low_AGB_Carbon_Restor","Hi_AGB_Carbon_Restor"
"OpenCoast_62057",5888.80343343576,451.494559241519,449.565622747562,453.423495735476,1434.15918817894,1057.80146528838,1973.72580496619
"OpenCoast_62058",36.8793545117453,4.98977666543914,4.53409123913119,5.44546209174708,6.81936144276682,4.08068211521807,11.0724395865524
"OpenCoast_62062",612.229941508524,107.328366571456,101.407271414991,113.24946172792,88.7137829989886,57.3240231682126,151.877641066646
"OpenCoast_62064",1957.02041120535,150.044754927114,149.000962685639,151.088547168589,476.61275094495,350.590500436798,657.679558263268
"OpenCoast_62065",99.9841061495503,13.5278495620342,13.3463872847773,13.709311839291,18.4880610681133,12.0117485562996,27.8756007398917
"OpenCoast_62066",8.82069593724775,1.19344016030962,0.985962068331108,1.40091825228813,1.63103488575648,0.887365861497997,2.84853377965254
"OpenCoast_62067",5492.40625374,647.183549524861,643.181689421573,651.185409628148,1111.53985698523,760.020497927693,1616.89150825473
"OpenCoast_62068",2624.93596751718,202.480411831606,199.731391726014,205.229431937198,638.05033432707,465.899430646687,886.696739869097
"OpenCoast_62069",4113.40728565551,317.025066304454,315.46935983625,318.580772772657,1000.1290806353,736.775209326618,1377.8869709861
"OpenCoast_62070",209.43231707843,16.0571757504032,15.6732475693696,16.4411039314369,51.0051465012808,36.8782295749873,71.567158289784
"OpenCoast_62071",3276.86245219747,285.390760435784,283.843561888921,286.937958982647,763.893365382369,554.716950146133,1065.21007924299
"OpenCoast_62072",179152.286222909,14029.78187112,13998.9582103426,14060.6055318974,43336.5717003175,31954.5371259046,59626.821842108
"OpenCoast_62073",43897.6377162885,3382.73180340006,3376.68756553623,3388.77604126388,10673.7307697327,7887.91463393534,14659.4443498636
"OpenCoast_62074",12.7527970566734,0.977756950335153,0.977296563718785,0.978217336951521,3.10581619518225,2.29952132639714,4.25812252555368
"OpenCoast_62075",81.4130010448356,6.24193479010755,5.92123911896676,6.56263046124834,19.8273222744593,13.9323273387453,28.5667443607281
"OpenCoast_62077",44.9343734887258,5.17576296576797,3.83218818802038,6.51933774351556,9.21267276905693,4.72049800301718,16.709406223072
"OpenCoast_62078",2515.21873595383,192.84182048558,190.99475024501,194.68889072615,612.556370954196,449.399412341201,847.469289043242
"OpenCoast_62079",57.2235709878838,8.16801556180695,7.73616795382382,8.59986316979008,10.1555441042233,6.46233222240989,16.1269344974774
"OpenCoast_62080",2697.08522101312,220.92835988846,219.907707578657,221.949012198263,642.705298732152,470.228875999581,890.07547706075
"OpenCoast_62082",612.411372049441,82.8592586382894,78.5086972963457,87.209819980233,113.240986805662,70.6578275667111,177.326633959807
"OpenCoast_62084",12588.671678103,1203.6385625549,1192.39399415149,1214.88313095831,2827.37999549045,2034.08317798397,3999.89997142046
"OpenCoast_62085",1100.66189855716,91.3845291294486,90.8198934655309,91.9491647933663,261.058417407541,190.517847201447,362.564534208252
"OpenCoast_62086",2452.89355334651,217.962026982658,213.81974205097,222.104311914346,567.479017734429,405.547007699296,803.719528441117
"OpenCoast_62087",1573.24731284903,130.804023444314,129.881183778973,131.726863109656,372.965498603075,271.70016279228,518.504899065474
"OpenCoast_62088",15.0749969519299,2.03964708759611,1.78305242373359,2.29624175145864,2.78751768638136,1.60474718136023,4.66902489463256
"OpenCoast_62089",0,0,0,0,0,0,0
"OpenCoast_62090",0,0,0,0,0,0,0
"OpenCoast_62091",1995.97226745939,174.070901226105,172.489949709795,175.651852742415,465.059378537066,335.954508489844,650.954986356983
"OpenCoast_62092",265.480908375802,24.4198078140854,24.1831780954994,24.6564375326715,60.58983385693,43.4026788973385,85.355373849683
"OpenCoast_62093",3675.7957264661,305.189869913261,303.495565917508,306.884173909014,871.83667965845,636.659212507593,1210.07426026379
"OpenCoast_62097",10283.9794226921,1206.10028168846,1202.75964012678,1209.44092325014,2086.93276925179,1433.62045550632,3022.89736994698
"OpenCoast_62099",2420.39146228858,200.957564153104,197.71245721801,204.202671088198,574.075985986321,414.752212062212,805.191069364829
"OpenCoast_62100",109006.885185709,9217.94800403395,9206.29806700553,9229.59794106236,25687.1467012819,18837.3451575492,35564.4585089344
"OpenCoast_62102",45.0342322995899,7.89482882951614,7.12318757968034,8.66647007935194,6.52558269513553,4.02663205657218,11.6225102701935
"OpenCoast_62103",8371.14270642732,808.700706721735,805.830786670717,811.570626772753,1871.82289930336,1338.50195101913,2636.22232373137
"OpenCoast_62104",16999.0029109831,1303.31355318507,1300.72901017343,1305.89809619671,4139.93716894082,3060.5388474669,5684.49759520921
"OpenCoast_62106",3327.84917169616,583.396190840085,570.784785622298,596.007596057872,482.214392428742,322.656154913945,799.299408279266
"OpenCoast_62109",2378.64828586046,182.370964076922,180.961299041726,183.780629112117,579.296003538456,425.791291862885,799.986267899803
"OpenCoast_62111",21242.4072865684,6610.42472350721,6456.80410460317,6764.04534241124,191.606513724847,0,2156.65213816011
"OpenCoast_62112",42.9539628131004,13.3668436878087,12.6632864951454,14.0704008804721,0.387444744574166,0,4.48621477348386
"OpenCoast_62113",150.530728025456,20.3668075018443,19.7432083498613,20.9904066538272,27.8346369191871,17.7688875148751,42.6804935294487
"OpenCoast_62114",22208.0295041069,1714.46765765511,1703.47194203811,1725.4633732721,5396.76546985497,3968.93149031892,7447.38908245579
"OpenCoast_62116",1618.09054588582,503.533596974207,500.284046770729,506.783147177685,14.5951767238901,0,161.583032433465
"OpenCoast_62120",5.01972104545932,0.384862012555366,0.343125751613791,0.426598273496941,1.22250286341116,0.807354709679509,1.8569571905161
"OpenCoast_62121",2616.31192032182,217.224229536601,215.517772551812,218.930686521391,620.545010469648,452.103393798912,863.265072183097
"OpenCoast_62122",38274.6428764746,2984.72649915331,2974.96728003017,2994.48571827645,9271.19689632261,6832.12353368184,12765.1721906126
"OpenCoast_62124",10780.2715152095,1291.3062233252,1287.19613280609,1295.41631384431,2160.64451856004,1560.86770985614,3142.99709498044
"OpenCoast_62125",60.1007167265657,4.62876242679657,4.4396654493746,4.81785940421855,14.616088076217,10.3792494100967,20.8557433166163
"OpenCoast_62126",367.578742120828,30.5189180353573,29.5403349167428,31.4975011539718,87.183470979153,61.9683727781905,124.197722298806
"OpenCoast_62127",105.756895796669,15.0955970716768,14.9314423532004,15.2597517901533,18.7688185313746,12.4728343053163,28.6159224523537
"OpenCoast_62128",5710.09593985726,437.793055708857,435.74599233296,439.840119084754,1390.63676519284,1025.28468784226,1914.59816542775
"OpenCoast_62130",0,0,0,0,0,0,0
"OpenCoast_62131",658.407280169955,52.3232285872482,49.8771516003922,54.7693055741042,158.505366595973,111.590189526744,228.08009251609
"OpenCoast_62135",109.99109497641,34.2281288457089,33.9494360241633,34.5068216672546,0.992119676687217,0,11.0021750243421
"OpenCoast_62136",0,0,0,0,0,0,0
"OpenCoast_62137",42528.1018063904,3339.16082876254,3329.35697727228,3348.96468025281,10278.7626506617,7571.2435029179,14156.2387971474
"OpenCoast_62138",5191.092369815,424.954370981709,422.561123612029,427.347618351388,1237.28531675675,904.397534037936,1715.12696369021
"OpenCoast_62139",2492.01386793104,218.553064792545,217.092305584132,220.013824000957,579.414695857653,419.247926989107,809.569399702886
"OpenCoast_62140",16152.6252151334,3144.14556864398,3135.15235500077,3153.13878228719,2028.08655149389,1299.46545960699,3495.02165958333
"OpenCoast_62142",7843.32460843996,601.347697729092,594.680673313139,608.014722145045,1910.16327513947,1399.24864308974,2646.65231992549
"OpenCoast_62145",220.902151320897,40.3662613563737,37.1256350030914,43.606887709656,30.3688165180908,18.3775746182675,54.3318367076666
"OpenCoast_62146",321.17578870939,43.4550842123804,41.7432245112023,45.1669439135586,59.3886150902532,37.568902060082,91.8394526242358
"OpenCoast_62147",1761.48641717667,146.250730594586,145.052323383276,147.449137805897,417.794835049556,304.284175284109,581.406346519204
"OpenCoast_62148",1294.66008271922,270.662054525566,257.32652780775,283.997581243381,143.901050561957,87.0290135800742,273.523070592094
"OpenCoast_62150",47636.5369898989,3885.10120969178,3877.59964806104,3892.60277132252,11368.5942998438,8397.81865510522,15695.6575493974
"OpenCoast_62151",206.324173798332,29.4504350789041,28.1051184134319,30.7957517443764,36.6166286130596,23.4773357328667,57.7498805942347
"OpenCoast_62152",2857.02760268725,219.048306298031,217.662517276863,220.4340953192,695.800502358453,512.147099474972,959.536650212988
"OpenCoast_62153",25952.8176642242,2232.6863918826,2226.41768590052,2238.95509786467,6077.66535237864,4426.54106739019,8442.24640694254
"OpenCoast_62155",8093.61884426383,762.945600668669,756.321104759639,769.570096577699,1828.71208945305,1324.50165503165,2580.97365288219
"OpenCoast_62156",68554.4614441834,6701.40556582,6687.8119619937,6714.9991696463,15250.418533222,10926.4782313477,21477.5092560241
"OpenCoast_62157",9592.29513816879,735.441268243401,732.602301949395,738.280234537407,2336.10755794963,1723.77012223387,3213.69043269224
"OpenCoast_62158",16676.9837948705,5189.71058712576,5134.75775931803,5244.66341493349,150.426393829732,0,1672.21152360198
"OpenCoast_62159",350475.888929704,108756.526224058,108396.270744561,109116.781703555,3469.35817012241,212.569744125596,35198.4932495021
"OpenCoast_62160",75.4565324846657,6.26492086252042,6.15868800052415,6.37115372451669,17.8970154043944,12.9194159415146,25.1220811813749
"OpenCoast_62162",28.5327397804874,2.36898451107555,2.3024886400625,2.43548038208859,6.76748409403433,4.83005608321906,9.60333693394234
"OpenCoast_62163",4275.84695638881,578.522093199406,573.356444672151,583.687741726662,790.646860705855,516.020800204935,1186.83174151088
"OpenCoast_62167",186.203303566168,15.4598803147888,15.1504348912812,15.7693257382965,44.1642795201337,31.7818941369719,62.1799910193
"OpenCoast_62168",207.951963643119,36.4554933856203,33.4248240931235,39.486162678117,30.1328048925427,18.8945562184251,52.9544701654661
"OpenCoast_62169",1930.13454431596,173.667771724584,172.35202148587,174.983521963299,444.380610710829,320.068485084923,623.164495439984
"OpenCoast_62170",1034.51274354832,79.3160920478497,77.4604801951561,81.1717039005432,251.945233563758,182.259953400367,353.335652272953
"OpenCoast_62172",24097.5180147903,7498.90663102261,7486.69946224241,7511.1137998028,217.359612493409,0,2394.84787819799
"OpenCoast_62173",24331.6147898106,2007.7083518339,2003.00704932812,2012.40965433969,5783.51802001134,4237.27446081877,7996.91170579461
"OpenCoast_62174",15833.9468004533,2775.80616571057,2751.71940030742,2799.89293111371,2294.38193926258,1555.50607421554,3754.90644395611
"OpenCoast_62175",116.885409269914,9.70463146061123,9.59484132546181,9.81442159576066,27.7232454417078,20.1276223062323,38.6992225800738
"OpenCoast_62176",12758.1931506455,982.078895421718,974.730573008045,989.427217835391,3103.22213334648,2280.47769740548,4285.84143482078
"OpenCoast_62177",166.671010884077,29.2186417882867,27.9937448058249,30.4435387707485,24.1510826069035,15.8244478272878,40.8275040223202
"OpenCoast_62179",63.1015171889215,5.23912242553557,5.07311672200578,5.40512812906536,14.966614393529,10.6421538233254,21.3129479409027
"OpenCoast_62180",2370.44243216369,415.555818241953,406.159718214403,424.951918269503,343.483552961182,229.596051368316,569.898469527176
"OpenCoast_62182",4422.64300832623,775.321521915006,763.231415451799,787.411628378213,640.852995781137,431.443374144457,1055.98930751515
"OpenCoast_62184",1676.94705178292,293.981028518798,280.536927119035,307.425129918561,242.994186932611,158.583354875017,412.284551504646
"OpenCoast_62185",0,0,0,0,0,0,0
"OpenCoast_62187",36.7148667540013,6.43638347364419,5.66705168933331,7.20571525795506,5.32008400965458,3.20350008240904,9.66350761300216
"OpenCoast_62188",4.22009785555306,0.537456941790608,0.46644363825152,0.608470245329697,0.813860592536036,0.487365093694111,1.3523425165039
"OpenCoast_62190",776.377193021422,91.633117818887,90.9871187619521,92.279116875822,156.970623158503,107.189135504537,228.600159151767
"OpenCoast_62191",330.545343182652,57.9470054571014,54.9853958317486,60.9086150824543,47.8969188834155,31.0824269363639,81.6838918103119
"OpenCoast_62192",8627.08387656622,661.438520816333,657.360047265107,665.516994367558,2101.04000729894,1546.72952297672,2896.95632842349
"OpenCoast_62193",440.756963488533,77.2679049797182,75.0559132685889,79.4798966908474,63.8668822989451,42.4279921063323,106.589638815481
"OpenCoast_62194",881.802011977069,94.6379788835934,93.511032536615,95.7649252305717,187.723843371584,130.474454049882,270.444937690074
"OpenCoast_62197",29.6516808559083,3.18231882961214,2.65561919277321,3.70901846645108,6.31244589725825,3.7053431551598,10.4744536231359
"OpenCoast_62198",1572.34805989447,120.551925752109,117.9838464131,123.120005091118,382.929646506698,277.609050383764,535.934139808395
"OpenCoast_62199",36.1037074930684,4.88483162381216,4.47418053713092,5.29548271049339,6.67593655254328,4.02676248341783,10.7674815113366
"OpenCoast_62200",510.387959259117,39.1314448363965,38.1864255156409,40.0764641571521,124.299883597965,89.8504129779787,174.450491037015
"OpenCoast_62201",369.05432009177,29.9464580866283,29.3095905094633,30.5833256637933,88.2284257499574,63.6414070982484,124.101414924114
"OpenCoast_62202",1.34851446567756,0.202966542990809,0.157504921305627,0.248428164675991,0.228841274063802,0.120903274920522,0.428979209414505
"OpenCoast_62203",314.874187569601,42.6024775781671,39.1326252631467,46.0723298931874,58.223386023495,35.219362736832,93.6804041161477
"OpenCoast_62204",2400.14291133416,746.900472578078,724.767090937524,769.033854218632,21.6492890602342,0,245.199199895796
"OpenCoast_62205",954.796325913192,129.183942896055,127.867329842398,130.500555949711,176.551388624608,115.080596858158,265.35113043108
"OpenCoast_62206",361.687597567808,63.4064694066689,59.7070154575366,67.1059233558012,52.409516210519,33.7514883265725,89.9950356087701
"OpenCoast_62207",2253.68443622679,241.873047678486,239.829325385103,243.916769971869,479.779245645695,334.630037183261,688.833155748629
"OpenCoast_62209",1449.00173295936,111.094962865994,107.936478425633,114.253447306355,352.889882044923,253.968184530902,497.338535333545
"OpenCoast_62214",1.44891007338068,0.450886325735333,0.439634991898043,0.462137659572624,0.0130691688618937,0,0.147348239284025
"OpenCoast_62215",0,0,0,0,0,0,0
"OpenCoast_62216",1314.04610283766,116.360126703168,115.542261689206,117.17799171713,304.41057588648,222.725999856621,425.910252098716
"OpenCoast_62217",41.8521891086589,3.47485690178344,3.17455555027567,3.77515825329122,9.92663257270022,6.65943843558315,14.8858175791251
"OpenCoast_62220",1223.60628280611,379.405118230065,357.690601740388,401.119634719742,12.4058495872794,0.992748754834144,129.801933230674
"OpenCoast_62223",58.5103399941659,8.80646202921213,7.03084930764321,10.5820747507811,9.92913394031973,5.39699140649251,18.2728478732507
"OpenCoast_62224",18.7142774081463,1.43482364888258,1.31910199278527,1.55054530497989,4.55767511997995,3.10376939478886,6.74943250403009
"OpenCoast_62228",457.301913378025,80.1683551639583,62.9771967041664,97.3595136237502,66.264290518819,35.6000731758672,130.567801726917
"OpenCoast_62229",941.821552072916,85.3329398267877,82.290673258429,88.3752063951465,216.247739362481,154.112133452961,311.938344701949
"OpenCoast_62230",452.776725387704,34.7143915354753,33.2847153438828,36.1440677270677,110.269243700921,78.3169772797242,157.333000694295
"OpenCoast_62232",476.508456402285,71.7198640158924,68.7384397061994,74.7012883255853,80.8629088086833,52.7647162038831,128.992216522427
